,Dato,Kvitteringer,eResept,NAV,Basismeldinger,Folkehelseinstituttet,Dialogmeldinger,Systemmeldinger,Pleie- og omsorgsmeldinger,Partnermeldinger,Skatteetaten,Helsedirektoratet,Kreftmeldinger,Neonatal,Ikke spesifisert,Ikke Kategoriserte,Totalt antall meldinger,Antall ebxml meldinger,Antall medisinske meldinger,Ikke kategorisert,Antall ikke ebxml meldinger,eResept-meldinger,NAV- og HELFO-meldinger,FHI-meldinger,eResept-meldinger 
0,2017-01-01,81129,27034.0,15368.0,8393,763.0,1096,1676,1723,52.0,97,95,0,0.0,11.0,284,141939,137721,54580,,,,,,
1,2017-01-02,981185,285671.0,284839.0,86626,16864.0,10270,2925,6252,294.0,109,538,100,997.0,31.0,1266,1720766,1677967,692297,,,,,,
2,2017-01-03,999569,291249.0,281895.0,103650,23225.0,10471,2869,6208,359.0,142,524,0,192.0,25.0,1283,1770684,1721661,717581,,,,,,
3,2017-01-04,1020398,300728.0,262055.0,112092,23950.0,10848,3225,6104,387.0,124,402,0,92.0,18.0,1325,1790409,1741748,716413,,,,,,
4,2017-01-05,965375,346644.0,211328.0,118937,15004.0,10683,3252,5957,388.0,121,3547,288,0.0,7.0,1348,1732333,1682879,712516,,,,,,
5,2017-01-06,1080907,327839.0,254963.0,114788,33513.0,10191,3074,6138,309.0,109,487,76,201.0,21.0,1264,1878780,1833880,748326,,,,,,
6,2017-01-07,245804,146867.0,26093.0,15566,799.0,1171,1761,1721,41.0,108,291,0,28.0,0.0,423,479079,440673,192644,,,,,,
7,2017-01-08,80103,19199.0,17592.0,10381,1306.0,1318,1765,1761,45.0,89,230,0,22.0,1.0,373,139141,134185,51899,,,,,,
8,2017-01-09,1072286,346993.0,222347.0,119447,19594.0,11502,5273,6616,390.0,99,1108,6,118.0,22.0,1436,1860968,1807237,727852,,,,,,
9,2017-01-10,1207862,345539.0,351807.0,128136,22161.0,10799,3361,5986,452.0,135,766,0,16.0,2.0,1406,2137137,2078428,865347,,,,,,
10,2017-01-11,1095727,356187.0,240746.0,127649,19643.0,10926,2823,6117,363.0,137,338,0,3.0,11.0,1602,1913027,1862272,761757,,,,,,
11,2017-01-12,1123941,364866.0,242195.0,129987,21527.0,11091,3491,6043,418.0,144,311,206,0.0,3.0,1397,1985446,1905620,776373,,,,,,
12,2017-01-13,1054364,357404.0,216860.0,121395,15852.0,10552,3706,6075,259.0,118,290,0,91.0,1.0,1308,1839454,1788275,728638,,,,,,
13,2017-01-14,259625,156161.0,22718.0,18284,824.0,1375,2397,1679,55.0,118,95,0,0.0,0.0,345,510648,463676,201254,,,,,,
14,2017-01-15,95131,20088.0,21410.0,12715,863.0,1574,2169,1560,62.0,92,65,0,0.0,0.0,362,160655,156091,58367,,,,,,
15,2017-01-16,1190895,369552.0,313018.0,126186,23609.0,11974,5149,6667,353.0,110,253,0,42.0,14.0,1596,2102537,2049418,851425,,,,,,
16,2017-01-17,1122396,351355.0,262188.0,130614,21632.0,11089,4236,6128,390.0,138,291,0,16.0,2.0,1382,1966884,1911857,783453,,,,,,
17,2017-01-18,1090948,330888.0,245318.0,129754,19754.0,11058,3988,5837,405.0,128,401,0,65.0,2.0,1225,1889107,1839771,743205,,,,,,
18,2017-01-19,1159628,377236.0,244525.0,127243,23514.0,11077,3910,5716,419.0,109,330,0,0.0,4.0,1213,2004481,1954924,789754,,,,,,
19,2017-01-20,1117233,406161.0,215370.0,122218,13940.0,10302,3976,5836,292.0,144,194,187,0.0,3.0,1359,1940581,1897215,774355,,,,,,
20,2017-01-21,294930,180993.0,22029.0,17471,838.0,1341,2534,1529,48.0,105,148,0,0.0,0.0,410,561735,522376,224454,,,,,,
21,2017-01-22,102912,21988.0,20014.0,12579,696.0,1588,2337,1556,22.0,95,20,0,0.0,1.0,379,168859,164187,58537,,,,,,
22,2017-01-23,1267144,412099.0,312221.0,126096,19337.0,11306,5196,6490,365.0,136,212,0,0.0,20.0,1657,2215226,2162279,887917,,,,,,
23,2017-01-24,1142363,370154.0,255145.0,126380,20225.0,10555,5213,5791,497.0,143,307,0,0.0,5.0,1274,1983471,1938052,788705,,,,,,
24,2017-01-25,1189910,366622.0,247739.0,145375,17934.0,11010,6840,5828,435.0,139,273,0,0.0,8.0,1519,2053858,1993632,794928,,,,,,
25,2017-01-26,1176221,375247.0,233189.0,141492,16648.0,11042,6424,5777,408.0,119,282,135,0.0,21.0,1353,2027340,1968358,783952,,,,,,
26,2017-01-27,1078020,384829.0,201987.0,118922,13290.0,9763,6269,5974,284.0,132,288,0,0.0,4.0,1225,1863779,1820987,735189,,,,,,
27,2017-01-28,290357,169147.0,21939.0,17763,696.0,1396,3032,1640,42.0,126,46,0,0.0,7.0,428,552620,506619,212760,,,,,,
28,2017-01-29,97512,23477.0,17388.0,11274,542.0,1336,2864,1581,63.0,102,96,0,0.0,0.0,368,161187,156603,55796,,,,,,
29,2017-01-30,1181972,387419.0,297462.0,122539,15257.0,11622,6277,6215,309.0,136,167,77,20.0,3.0,1380,2080802,2030855,840917,,,,,,
30,2017-01-31,861631,313824.0,199525.0,96858,16525.0,9053,3708,4798,342.0,91,274,0,0.0,6.0,1018,1545374,1507653,640954,,,,,,
31,2017-02-01,1172246,361615.0,267182.0,128738,18846.0,11367,5292,5846,339.0,125,256,5,38.0,10.0,1336,2023971,1973241,794028,,,,,,
32,2017-02-02,1148955,358175.0,248181.0,127961,16748.0,10835,4662,5715,363.0,131,393,82,0.0,1.0,1325,1973791,1923527,768222,,,,,,
33,2017-02-03,1089651,366122.0,213925.0,123084,13157.0,10135,4956,5988,293.0,124,307,0,0.0,1.0,1414,1870957,1829157,732843,,,,,,
34,2017-02-04,286298,159776.0,22324.0,16860,5828.0,1325,2816,1679,55.0,104,77,0,0.0,0.0,423,543905,497565,207973,,,,,,
35,2017-02-05,108655,15452.0,18769.0,11956,2684.0,1539,2515,1559,59.0,106,31,0,0.0,0.0,413,168296,163738,52096,,,,,,
36,2017-02-06,1149109,369128.0,287392.0,128351,14806.0,11687,5424,6249,344.0,144,185,0,0.0,36.0,1527,2026852,1974382,817978,,,,,,
37,2017-02-07,1087594,370687.0,235415.0,127576,20367.0,11081,5162,5851,323.0,116,327,0,119.0,2.0,1391,1914062,1866011,771541,,,,,,
38,2017-02-08,1244401,362732.0,283853.0,131797,19439.0,10968,5216,5455,237.0,135,168,0,0.0,10.0,1252,2114955,2065663,814557,,,,,,
39,2017-02-09,1132657,359729.0,239040.0,126898,15259.0,10762,5310,5358,301.0,122,222,97,0.0,11.0,1340,1946586,1897106,757498,,,,,,
40,2017-02-10,1094899,406012.0,204170.0,120439,10350.0,10399,4964,5410,260.0,136,212,0,0.0,6.0,1251,1900841,1858508,757134,,,,,,
41,2017-02-11,290393,164654.0,24338.0,15748,1403.0,1113,3066,1505,45.0,108,144,0,0.0,0.0,384,534992,502901,209013,,,,,,
42,2017-02-12,108282,18826.0,18744.0,12011,572.0,1301,2710,1626,54.0,95,115,0,0.0,0.0,395,169535,164731,53290,,,,,,
43,2017-02-13,1180475,384180.0,294847.0,124254,16001.0,11407,5326,6244,240.0,138,200,0,0.0,30.0,1430,2071651,2024772,837301,,,,,,
44,2017-02-14,1110473,369070.0,257198.0,125244,16522.0,10037,4633,5641,274.0,140,279,0,0.0,0.0,1399,1946747,1900910,784131,,,,,,
45,2017-02-15,1173054,375802.0,253994.0,129675,22548.0,11277,4739,5794,221.0,113,359,0,0.0,7.0,1345,2030948,1978928,799569,,,,,,
46,2017-02-16,1156443,360873.0,245244.0,126847,45506.0,10603,4862,5617,313.0,127,314,0,0.0,6.0,1316,2004030,1958071,795137,,,,,,
47,2017-02-17,1125866,411596.0,207044.0,123445,13438.0,10248,4499,5963,313.0,124,178,172,0.0,4.0,1250,1946949,1904140,772212,,,,,,
48,2017-02-18,312831,182552.0,24344.0,17692,782.0,1275,2676,1664,53.0,108,146,0,0.0,0.0,411,592247,544534,228563,,,,,,
49,2017-02-19,103825,18789.0,19829.0,13127,487.0,1538,2376,1697,61.0,101,42,0,0.0,0.0,452,167015,162324,55610,,,,,,
50,2017-02-20,1203269,410799.0,283095.0,122483,15540.0,11042,3313,6297,323.0,135,186,0,0.0,29.0,1349,2100323,2057860,849606,,,,,,
51,2017-02-21,1065325,403404.0,234516.0,120902,16615.0,9579,3945,5699,379.0,114,213,0,0.0,13.0,1355,1904544,1862059,791055,,,,,,
52,2017-02-22,1182722,389888.0,215511.0,125337,15033.0,10638,3461,5770,194.0,125,234,0,0.0,15.0,1430,1992271,1950358,762551,,,,,,
53,2017-02-23,1086006,379941.0,207548.0,119850,15886.0,9994,4233,5269,199.0,110,292,236,0.0,14.0,1095,1873228,1830673,739140,,,,,,
54,2017-02-24,945120,409571.0,127535.0,109582,9474.0,9006,4123,5410,281.0,143,218,0,0.0,2.0,1026,1657845,1621491,670941,,,,,,
55,2017-02-25,237510,169644.0,19339.0,15751,772.0,1169,2233,1620,64.0,108,50,0,0.0,0.0,339,475515,448599,208453,,,,,,
56,2017-02-26,68683,22937.0,18662.0,11668,530.0,1423,2093,1516,56.0,99,11,0,0.0,0.0,419,132285,128097,56846,,,,,,
57,2017-02-27,1153780,449341.0,247161.0,119989,15322.0,10525,3427,6166,366.0,131,167,0,0.0,4.0,1291,2052664,2007670,848806,,,,,,
58,2017-02-28,1162868,469356.0,235905.0,125264,17735.0,10426,4581,5708,418.0,125,258,0,0.0,5.0,1347,2079042,2033996,864782,,,,,,
59,2017-03-01,1198859,384011.0,363387.0,120112,21552.0,10423,5848,5731,365.0,140,336,0,277.0,7.0,1375,2163885,2112423,905976,,,,,,
60,2017-03-02,1106039,385350.0,250161.0,120258,20441.0,10196,4809,5413,419.0,112,234,0,93.0,14.0,1284,1950461,1904823,792272,,,,,,
61,2017-03-03,1012594,398683.0,205550.0,110845,11936.0,9668,6168,5416,390.0,123,211,218,0.0,4.0,1068,1802683,1762874,742654,,,,,,
62,2017-03-04,240763,174240.0,23833.0,16091,683.0,1222,2327,1529,64.0,133,89,0,4.0,0.0,397,491953,461375,217824,,,,,,
63,2017-03-05,56200,17444.0,17066.0,11190,630.0,1453,2406,1613,46.0,102,4,0,36.0,2.0,389,112883,108581,49540,,,,,,
64,2017-03-06,1204447,399635.0,320608.0,123957,18987.0,11126,4839,5791,355.0,100,211,156,19.0,11.0,1321,2140346,2091563,880601,,,,,,
65,2017-03-07,1101457,396021.0,281572.0,129786,18790.0,10706,4445,5744,417.0,131,257,790,193.0,17.0,1371,1998351,1951697,844007,,,,,,
66,2017-03-08,1149042,390913.0,258785.0,129105,25839.0,10867,3908,5356,434.0,119,330,12,11.0,5.0,1220,2026207,1975946,821342,,,,,,
67,2017-03-09,1119064,395750.0,247245.0,129478,18897.0,10421,3550,5431,343.0,127,267,1,33.0,5.0,1267,1978571,1931879,807655,,,,,,
68,2017-03-10,1075558,415832.0,208536.0,123098,17083.0,9751,3654,5590,280.0,111,164,0,40.0,3.0,1062,1905669,1860762,780208,,,,,,
69,2017-03-11,259040,184061.0,23936.0,16623,1196.0,1225,2366,1277,32.0,97,53,0,0.0,2.0,335,528055,490243,228470,,,,,,
70,2017-03-12,81861,21233.0,22360.0,13105,982.0,1395,2225,1639,31.0,107,24,0,26.0,0.0,382,150628,145370,60871,,,,,,
71,2017-03-13,1207928,422984.0,308663.0,125955,16622.0,11353,3809,6133,290.0,167,110,0,39.0,7.0,1423,2156288,2105483,892033,,,,,,
72,2017-03-14,1191974,416977.0,263330.0,132182,25491.0,10619,3749,5717,358.0,143,212,10,0.0,6.0,1228,2101030,2051996,854687,,,,,,
73,2017-03-15,1116524,389889.0,241783.0,133310,16546.0,10732,3796,5802,241.0,139,349,2254,0.0,15.0,1255,1972576,1922635,800819,,,,,,
74,2017-03-16,1070133,389754.0,264730.0,117963,20155.0,9905,3114,4975,334.0,92,274,305,0.0,78.0,1087,1925949,1882899,808231,,,,,,
75,2017-03-17,1113428,455034.0,217081.0,123246,12184.0,9945,4368,5706,385.0,141,235,0,0.0,26.0,1230,1985234,1943009,823598,,,,,,
76,2017-03-18,275180,193177.0,20909.0,16984,2128.0,1234,2311,1622,41.0,106,122,0,0.0,12.0,353,551737,514179,236294,,,,,,
77,2017-03-19,77909,20861.0,16850.0,10947,4707.0,1531,2140,1618,51.0,112,167,0,0.0,107.0,421,142030,137421,56900,,,,,,
78,2017-03-20,1285098,481733.0,309014.0,126945,14853.0,11321,3516,6202,436.0,110,149,9,0.0,36.0,1255,2292332,2240677,950372,,,,,,
79,2017-03-21,1180691,413139.0,261423.0,134257,20738.0,11329,4057,6032,443.0,139,393,0,0.0,155.0,1267,2081683,2034063,847605,,,,,,
80,2017-03-22,1185479,431436.0,238912.0,138575,17511.0,10947,5446,5680,314.0,130,233,12,0.0,55.0,1274,2083796,2036004,843491,,,,,,
81,2017-03-23,1176810,430401.0,231823.0,133662,16231.0,10850,4745,5405,368.0,137,277,16,0.0,15.0,1311,2059059,2012051,828817,,,,,,
82,2017-03-24,1077802,432727.0,197265.0,124639,11349.0,9849,4347,5669,319.0,137,206,0,0.0,37.0,1098,1904633,1865444,781878,,,,,,
83,2017-03-25,274823,190396.0,28564.0,17078,1125.0,1256,2322,1473,49.0,94,89,0,0.0,0.0,307,536524,517576,240075,,,,,,
84,2017-03-26,73074,20735.0,22414.0,11783,1025.0,1360,2166,1481,115.0,105,40,0,0.0,0.0,414,138859,134712,58943,,,,,,
85,2017-03-27,1243974,454709.0,322134.0,125757,13460.0,12184,4207,6058,28.0,148,438,14,86.0,186.0,1403,2233329,2184786,935174,,,,,,
86,2017-03-28,1207317,435560.0,275565.0,133997,17288.0,10850,3877,5592,535.0,126,303,0,241.0,110.0,1244,2139298,2092605,879632,,,,,,
87,2017-03-29,1170096,427480.0,263812.0,133386,15567.0,11041,3504,5504,480.0,123,204,0,15.0,38.0,1260,2078850,2032510,857170,,,,,,
88,2017-03-30,1198217,457148.0,260444.0,130687,14501.0,10985,4009,5616,477.0,133,241,0,70.0,62.0,1203,2129745,2083793,879887,,,,,,
89,2017-03-31,1221424,535119.0,228549.0,125252,17239.0,9905,3672,5610,289.0,110,246,327,62.0,13.0,1021,2188640,2148838,922432,,,,,,
90,2017-04-01,296291,206975.0,37668.0,17026,1693.0,1257,2451,1696,39.0,125,89,0,0.0,0.0,336,580611,565646,266529,,,,,,
91,2017-04-02,92778,28392.0,27470.0,12481,909.0,1494,2318,1608,57.0,123,46,0,0.0,0.0,432,173124,168108,72523,,,,,,
92,2017-04-03,1317102,478033.0,337548.0,130560,16783.0,11017,3352,5901,302.0,116,252,0,170.0,44.0,1247,2353568,2302427,980424,,,,,,
93,2017-04-04,1225206,438061.0,284584.0,135799,17094.0,11563,4613,5953,412.0,139,288,0,22.0,34.0,1308,2172854,2125076,893537,,,,,,
94,2017-04-05,1263332,486219.0,268468.0,137372,18070.0,11224,3683,5793,417.0,125,358,0,6.0,89.0,2236,2248228,2197392,927724,,,,,,
95,2017-04-06,1250779,501177.0,251983.0,136204,17621.0,11176,3609,5868,435.0,128,472,0,78.0,138.0,2531,2230336,2182199,924845,,,,,,
96,2017-04-07,1236138,530972.0,240943.0,134505,12060.0,10918,3301,6079,360.0,121,226,0,8.0,61.0,4006,2226360,2179698,935893,,,,,,
97,2017-04-08,295378,217281.0,34838.0,18829,696.0,1415,2172,1573,51.0,117,98,0,0.0,0.0,368,580286,572816,274847,,,,,,
98,2017-04-09,70160,20531.0,21099.0,13033,680.0,1394,2109,1505,45.0,87,21,0,0.0,0.0,335,135136,130999,58350,,,,,,
99,2017-04-10,1084504,492834.0,192475.0,104771,12763.0,10161,3110,5749,272.0,153,133,416,0.0,15.0,1131,1944676,1908487,819470,,,,,,
100,2017-04-11,1027759,517014.0,149991.0,98844,9966.0,9537,2836,5543,251.0,136,144,12,0.0,1.0,1178,1853820,1823212,791188,,,,,,
101,2017-04-12,692374,413598.0,76862.0,56431,4028.0,6424,2469,4739,95.0,141,148,15,0.0,0.0,801,1277297,1258125,562386,,,,,,
102,2017-04-13,68003,22962.0,19514.0,11297,476.0,1500,2043,1969,8.0,130,102,0,0.0,0.0,345,132899,128349,57950,,,,,,
103,2017-04-14,67967,20776.0,19662.0,12987,495.0,1183,2060,1616,2.0,98,15,0,0.0,0.0,313,131381,127174,56832,,,,,,
104,2017-04-15,179457,145706.0,19479.0,11758,385.0,942,2059,1592,36.0,140,28,0,23.0,0.0,425,380862,362030,180053,,,,,,
105,2017-04-16,43093,23667.0,15501.0,10702,194.0,983,1955,1629,37.0,116,13,0,0.0,0.0,358,101736,98248,52805,,,,,,
106,2017-04-17,70042,16809.0,27820.0,14062,228.0,2013,2070,2258,40.0,134,192,0,0.0,130.0,466,141765,136264,63646,,,,,,
107,2017-04-18,1351508,442350.0,387945.0,111838,20862.0,11675,3304,6344,289.0,132,260,23,0.0,132.0,1597,2383965,2338259,981561,,,,,,
108,2017-04-19,1147934,461132.0,274788.0,126864,17138.0,11220,4704,5834,320.0,139,190,20,0.0,24.0,1350,2095684,2051657,897349,,,,,,
109,2017-04-20,1345677,475631.0,319492.0,133538,21252.0,11120,3272,5867,325.0,159,183,0,0.0,16.0,1274,2363100,2317806,967258,,,,,,
110,2017-04-21,1181561,465512.0,233769.0,129663,14849.0,10368,3887,5730,360.0,149,159,207,0.0,2.0,1252,2089178,2047468,860408,,,,,,
111,2017-04-22,310373,216618.0,25144.0,20093,927.0,1316,2471,1694,47.0,118,73,0,0.0,0.0,411,586943,579285,265983,,,,,,
112,2017-04-23,77194,18540.0,21311.0,13136,690.0,1442,2083,1538,96.0,128,47,0,0.0,12.0,414,141030,136631,56844,,,,,,
113,2017-04-24,1254734,443845.0,319767.0,130130,15237.0,11152,3012,5895,282.0,139,319,0,0.0,119.0,1382,2233915,2186013,926603,,,,,,
114,2017-04-25,1200530,448739.0,272754.0,132083,17458.0,10438,3143,5685,339.0,140,290,0,0.0,14.0,1314,2137932,2092927,887601,,,,,,
115,2017-04-26,1209794,431520.0,259686.0,136867,16628.0,10879,5826,5829,324.0,160,265,0,0.0,3.0,1445,2126790,2079226,861837,,,,,,
116,2017-04-27,1240466,493783.0,254294.0,132789,17073.0,10586,4902,5480,342.0,129,433,0,0.0,45.0,1450,2209919,2161772,914612,,,,,,
117,2017-04-28,1166463,467767.0,223558.0,126396,11634.0,10053,3525,5716,327.0,151,130,265,0.0,1.0,1187,2057992,2017173,845671,,,,,,
118,2017-04-29,367514,272533.0,29570.0,20055,957.0,1345,2115,1704,48.0,107,112,0,0.0,0.0,384,703431,696444,326383,,,,,,
119,2017-04-30,90428,29696.0,22943.0,12373,593.0,1240,2954,1562,42.0,90,15,0,0.0,1.0,347,165547,162284,68513,,,,,,
120,2017-05-01,111823,25687.0,32515.0,15601,1206.0,2055,3034,2077,30.0,102,120,0,32.0,15.0,395,200765,194692,79410,,,,,,
121,2017-05-02,1310159,459862.0,334067.0,129485,18402.0,11167,4149,5936,404.0,137,385,0,312.0,13.0,1487,2345291,2275965,959766,,,,,,
122,2017-05-03,1203494,429314.0,288124.0,135749,15962.0,11158,4329,5775,440.0,182,776,0,40.0,175.0,1367,2143063,2096885,887255,,,,,,
123,2017-05-04,1220987,455902.0,267844.0,138865,16904.0,10798,4136,5385,442.0,169,397,0,0.0,15.0,1370,2170090,2123214,896279,,,,,,
124,2017-05-05,1166630,482403.0,226057.0,129757,11731.0,10129,3446,5762,279.0,160,289,8,72.0,3.0,1188,2080094,2037914,866371,,,,,,
125,2017-05-06,284123,204230.0,29265.0,18388,2291.0,1360,3345,1630,102.0,124,222,0,0.0,24.0,426,553958,545530,257534,,,,,,
126,2017-05-07,82785,26832.0,25791.0,13217,3040.0,1563,2629,1733,57.0,132,40,0,0.0,0.0,451,165867,158270,72348,,,,,,
127,2017-05-08,1396874,457091.0,330169.0,133762,16867.0,11218,4025,6180,329.0,115,410,1,0.0,8.0,1388,2409835,2358437,955821,,,,,,
128,2017-05-09,1326407,424333.0,290677.0,138345,19115.0,11138,3947,5718,380.0,156,517,196,60.0,29.0,1633,2291048,2222651,890284,,,,,,
129,2017-05-10,1245939,414780.0,248362.0,138871,17687.0,10985,4228,5756,441.0,133,489,0,165.0,34.0,1294,2137308,2089164,837262,,,,,,
130,2017-05-11,1287676,429156.0,267841.0,135496,20085.0,10937,4076,5794,480.0,142,324,0,0.0,1.0,1218,2215121,2163226,869776,,,,,,
131,2017-05-12,1389198,537428.0,237849.0,132418,16876.0,10580,5455,5965,393.0,138,568,4,0.0,14.0,1312,2381325,2338198,941840,,,,,,
132,2017-05-13,455202,240810.0,35675.0,17685,5368.0,1989,2288,1838,35.0,116,234,0,0.0,0.0,370,769808,761610,303715,,,,,,
133,2017-05-14,214388,23190.0,23618.0,12515,5234.0,2237,3283,1958,34.0,129,114,0,1.0,0.0,433,293576,287134,68996,,,,,,
134,2017-05-15,1457471,505854.0,313956.0,130421,19091.0,12031,4727,6268,366.0,139,623,0,17.0,10.0,1440,2502798,2452414,988410,,,,,,
135,2017-05-16,1510192,526222.0,263693.0,154130,17107.0,11379,4088,6487,393.0,137,686,0,37.0,19.0,1486,2551494,2496056,979897,,,,,,
136,2017-05-17,286722,9256.0,31133.0,13089,1602.0,1574,2899,1579,19.0,102,127,0,0.0,0.0,346,353145,348448,58462,,,,,,
137,2017-05-18,1326075,435780.0,262506.0,138362,17116.0,10979,4316,5807,389.0,142,403,100,58.0,27.0,1365,2242373,2203425,871280,,,,,,
138,2017-05-19,1167376,481608.0,218733.0,128756,13353.0,10757,3592,5974,355.0,137,355,154,0.0,13.0,1232,2068913,2032395,859840,,,,,,
139,2017-05-20,292478,205357.0,26646.0,18905,1364.0,1399,2710,1713,56.0,127,142,0,0.0,0.0,424,557956,551321,255653,,,,,,
